issue key,projectCategory,created,priority,summary,description,creator,reporter
ZOOKEEPER-2186,ZooKeeper,2015-05-08T19:36:43.000+0000,Major,QuorumCnxManager#receiveConnection may crash with random input,This will allocate an arbitrarily large byte buffer (and try to read it!):{code}    public boolean receiveConnection(Socket sock) {        Long sid = null;...                sid = din.readLong();     ,rgs,rgs
ZOOKEEPER-2185,ZooKeeper,2015-05-08T17:44:38.000+0000,Minor,Run server with -XX:+HeapDumpOnOutOfMemoryError and -XX:OnOutOfMemoryError='kill %p'.,Continuing to run a server process after it runs out of memory can lead to unexpected behavior.  This issue proposes that we update scripts and documentation to add these JVM options:# {{-XX:+HeapDump,cnauroth,cnauroth
ZOOKEEPER-2184,ZooKeeper,2015-05-07T23:46:12.000+0000,Major,Zookeeper Client should re-resolve hosts when connection attempts fail,Testing in a Docker environment with a single Kafka instance using a single Zookeeper instance. Restarting the Zookeeper container will cause it to receive a new IP address. Kafka will never be able t,rthille,rthille
ZOOKEEPER-2183,ZooKeeper,2015-05-07T23:12:10.000+0000,Major,Concurrent Testing Processes and Port Assignments,"Tests use {{PortAssignment#unique}} for assignment of the ports to bind during tests.  Currently, this method works by using a monotonically increasing counter from a static starting point.  Generally",cnauroth,cnauroth
ZOOKEEPER-2182,ZooKeeper,2015-05-07T18:23:42.000+0000,Major,"Several test suites are not running during pre-commit, because their names do not end with ""Test"".","In build.xml, the {{<junit>}} task definition uses an include pattern of {{\*\*/\*$\{test.category\}Test.java}}.  This is important so that we don't accidentally try to run utility classes like {{Port",cnauroth,cnauroth
ZOOKEEPER-2181,ZooKeeper,2015-05-05T11:16:57.000+0000,Major,Slider-Zookeeper integration testcase fails with Zookeeper-3.5.0-alpha version,"TestZKIntegration testcase in slider fails with zookeeper-3.5.0-alpha version. From the logs, it came to know the state change went to LOST rather than CONNECTED while creating ZK path. The above test",Ayappan,Ayappan
ZOOKEEPER-2180,ZooKeeper,2015-05-05T02:04:33.000+0000,Major,quota do not take effect in version 3.4.6,"[zk: localhost:2181(CONNECTED) 18] listquota /mynodeabsolute path is /zookeeper/quota/mynode/zookeeper_limitsOutput quota for /mynode count=-1,bytes=100Output stat for /mynode count=6,bytes=484[zk: lo",omicronAK,omicronAK
ZOOKEEPER-2179,ZooKeeper,2015-05-04T08:47:54.000+0000,Trivial,Typo in Watcher.java,"at zookeeper/src/java/main/org/apache/zookeeper/Watcher.java, * implement. A ZooKeeper client will get various events from the ZooKeeprshould be fixed to  * implement. A ZooKeeper client will get vari",pavian48,pavian48
ZOOKEEPER-2178,ZooKeeper,2015-05-02T20:29:14.000+0000,Major,Native client fails compilation on Windows.,"Due to several recent changes, the native client fails to compile on Windows:# ZOOKEEPER-827 (read-only mode) mismatched a function return type between the declaration and definition.# ZOOKEEPER-1626 ",cnauroth,cnauroth
ZOOKEEPER-2177,ZooKeeper,2015-04-30T06:26:53.000+0000,Minor,point to md5/sha1/asc files in releases.html,these files are not mirrored. we should link to these files in http://zookeeper.apache.org/releases.html ,michim,michim
ZOOKEEPER-2176,ZooKeeper,2015-04-28T17:19:06.000+0000,Major,Unclear error message should be info not error,"Hi [~shralex],Looking at the CI output of ZOOKEEPER-2163 I see this:{noformat} [exec]     [junit] 2015-04-17 17:36:23,750 [myid:] - ERROR [QuorumPeer[myid=4](plain=/0:0:0:0:0:0:0:0:11235)(secure=disab",rgs,rgs
ZOOKEEPER-2175,ZooKeeper,2015-04-24T02:17:57.000+0000,Major,Checksum validation for malformed packets needs to handle.," *Session Id from ZK :* 2015-04-15 21:24:54,257 | INFO  | CommitProcessor:22 | Established session 0x164cb2b3e4b36ae4 with negotiated timeout 45000 for client /160.149.0.117:44586 | org.apache.zookeep",brahmareddy,brahmareddy
ZOOKEEPER-2174,ZooKeeper,2015-04-21T23:43:37.000+0000,Minor,JUnit4ZKTestRunner logs test failure for all exceptions even if the test method is annotated with an expected exception.,"{{JUnit4ZKTestRunner}} wraps JUnit test method execution, and if any exception is thrown, it logs a message stating that the test failed.  However, some ZooKeeper tests are annotated with {{@Test(expe",cnauroth,cnauroth
ZOOKEEPER-2173,ZooKeeper,2015-04-21T10:34:55.000+0000,Major,ZK startup failure should be handled with proper error message,"If any failure during zk Startup (myid file does not exist), then still zk startup returns as successful (STARTED).ZK startup failure should be handled with proper error message",andreina,andreina
ZOOKEEPER-2172,ZooKeeper,2015-04-21T04:14:24.000+0000,Critical,Cluster crashes when reconfig a new node as a participant,"The operations are quite simple: start three zk servers one by one, then reconfig the cluster to add the new one as a participant. When I add the  third one, the zk cluster may enter a weird state and",ziyouw,ziyouw
ZOOKEEPER-2171,ZooKeeper,2015-04-21T00:22:38.000+0000,Major,avoid reverse lookups in QuorumCnxManager,"Apparently, ZOOKEEPER-107 (via a quick git-blame look) introduced a bunch of getHostName() calls in QCM. Besides the overhead, these can cause problems when mixed with failing/mis-configured DNS serve",rgs,rgs
ZOOKEEPER-2170,ZooKeeper,2015-04-20T11:19:36.000+0000,Major,Zookeeper is not logging as per the configuration in log4j.properties,"In conf/log4j.properties default root logger is {code}zookeeper.root.logger=INFO, CONSOLE{code}Changing root logger to bellow value or any other value does not change logging effect{code}zookeeper.roo",arshad.mohammad,arshad.mohammad
ZOOKEEPER-2169,ZooKeeper,2015-04-16T20:21:47.000+0000,Major,Enable creation of nodes with TTLs,"As a user, I would like to be able to create a node that is NOT tied to a session but that WILL expire automatically if action is not taken by some client within a time window.I propose this to enable",fournc,fournc
ZOOKEEPER-2168,ZooKeeper,2015-04-15T14:50:06.000+0000,Major,Add C APIs for new createContainer Methods,ZOOKEEPER-2163 adds new client methods to create containers. These need to be exposed in the C client as well.,randgalt,randgalt
ZOOKEEPER-2167,ZooKeeper,2015-04-15T00:01:24.000+0000,Major,Restarting current leader node sometimes results in a permanent loss of quorum,"I'm seeing an issue where a restart of the current leader node results in a long-term / permanent loss of quorum (I've only waited 30 minutes, but it doesn't look like it's making any progress). Resta",novas0x2a,novas0x2a
ZOOKEEPER-2166,ZooKeeper,2015-04-14T21:00:25.000+0000,Major,backupOldConfig() doesn't check for null,QuorumPeerConfig.backupOldConfig() should check if configFileStr is null or not and do nothing if it is null. This is currently breaking Apache Curator's TestingCluster.,randgalt,randgalt
ZOOKEEPER-2165,ZooKeeper,2015-04-14T11:42:28.000+0000,Minor,"OSGi requires package ""server.quorom.flexible"" be exported","Class QuoromPeer has a constructor which takes a QuorumVerifier value as a parameter. This class is defined in package ""org.apache.zookeeper.server.quorum.flexible"" but that package is not exported.",skitching,skitching
ZOOKEEPER-2164,ZooKeeper,2015-04-14T07:36:12.000+0000,Major,fast leader election keeps failing,"I have a 3-node cluster with sids 1, 2 and 3. Originally 2 is the leader. When I shut down 2, 1 and 3 keep going back to leader election. Here is what seems to be happening.- Both 1 and 3 elect 3 as t",michim,michim
ZOOKEEPER-2163,ZooKeeper,2015-04-13T18:19:28.000+0000,Major,Introduce new ZNode type: container,"BACKGROUND============A recurring problem for ZooKeeper users is garbage collection of parent nodes. Many recipes (e.g. locks, leaders, etc.) call for the creation of a parent node under which partici",randgalt,randgalt
ZOOKEEPER-2162,ZooKeeper,2015-04-13T04:33:50.000+0000,Major,infinite exception loop occurs when dataDir is lost,"This sequence leads server.1 and server.2 to infinite exception loop. * Start server.1 and server.2 with the initial ensemble server.1=participant, server.2=observer.   In this time, acceptedEpoch\[i\",suda,suda
ZOOKEEPER-2161,ZooKeeper,2015-04-08T16:10:12.000+0000,Major,Cleanup task fails - java.io.FileNotFoundException: /zookeeper.log (Permission Denied),The cleanup task fails with the following stack trace. This is happening repeatedly every time the cleanup task runs. Even the command line invocation of cleanup fails with the same stack trace.zookee,mchiocca,mchiocca
ZOOKEEPER-2160,ZooKeeper,2015-04-07T11:50:04.000+0000,Trivial,just test,,jie,jie
ZOOKEEPER-2159,ZooKeeper,2015-04-07T06:59:21.000+0000,Blocker,Pluggable SASL Authentication,"Today SASLAuthenticationProvider is used for all SASL based authentications which creates some ""if/else"" statements in ZookeeperSaslClient and ZookeeperSaslServer code with just Kerberos and Digest.We",yufeldman,yufeldman
ZOOKEEPER-2158,ZooKeeper,2015-04-06T14:31:36.000+0000,Major,CLONE - Switch to using maven to build ZooKeeper,Maven is a great too for building java projects at the ASF.  It helps standardize the build a bit since it's a convention oriented.It's dependency auto downloading would remove the need to store the d,laesunKim,laesunKim
ZOOKEEPER-2157,ZooKeeper,2015-04-03T06:21:17.000+0000,Minor,Upgrade option should be removed from zkServer.sh usage,"Upgrade option should be removed from zkServer.sh usage from trunk codeCurrently upgrade option is available in zkServer.sh usage , while upgrade feature is already been removed from trunk.{noformat}#",andreina,andreina
ZOOKEEPER-2156,ZooKeeper,2015-04-03T05:03:39.000+0000,Major,If JAVA_HOME is not set zk startup and fetching status command execution result misleads user.,"If JAVA_HOME is not set,  zk startup and fetching status command execution result misleads user.1. Eventhough zk startup has failed since JAVA_HOME is not set , on CLI it displays that zk STARTED.{nof",andreina,andreina
ZOOKEEPER-2155,ZooKeeper,2015-04-02T06:35:53.000+0000,Critical,"network is not good, the watcher in observer env will clear","When I set up a ZooKeeper ensemble that uses Observers, The network is not very good.I find all of the watcher disappear.I read the source code and find:  When the observer connect to leader, will dum",linking12,linking12
ZOOKEEPER-2154,ZooKeeper,2015-03-31T05:55:08.000+0000,Major,NPE in KeeperException,KeeperException should handle exception is code is null...,surendrasingh,surendrasingh
ZOOKEEPER-2153,ZooKeeper,2015-03-30T21:00:10.000+0000,Major,X509 Authentication Documentation,,hdeng,hdeng
ZOOKEEPER-2152,ZooKeeper,2015-03-25T17:25:06.000+0000,Major,Intermittent failure in TestReconfig.cc,I'm seeing this failure in the c client test once in a while:{noformat}[exec] /home/jenkins/jenkins-slave/workspace/ZooKeeper-trunk/trunk/src/c/tests/TestReconfig.cc:474: Assertion: assertion failed [,michim,michim
ZOOKEEPER-2151,ZooKeeper,2015-03-24T19:20:22.000+0000,Major,FollowerZookeeperServer has thousands of outstanding requests stuck in CommitProcessor,We are seeing one follower server in our quorum stuck with thousands of outstanding requests:---------------------------------------------node04:~$ telnet 10.10.10.6 2181Trying 10.10.10.6...Connected ,jaredc,jaredc
ZOOKEEPER-2150,ZooKeeper,2015-03-24T16:06:34.000+0000,Major,Observers losing connection with active ensemble and dont recover,We have pool of zookeeper machines (contains both active and observer) in version 3.4.3. We recently undated our exhibitor from 1.2.x to 1.5.4. We are seeing a strange behavior in our observers: they ,pjogani,pjogani
ZOOKEEPER-2149,ZooKeeper,2015-03-24T01:12:01.000+0000,Major,Logging of client address when socket connection established,"When a socket connection is established, in ZooKeeperServer, it would print logs:""Established session 0x$(session) with negotiated timeout $(timeout) for client: $(client_hostport)""However, in client,",hdeng,hdeng
ZOOKEEPER-2148,ZooKeeper,2015-03-22T23:33:16.000+0000,Major,ZooKeeper SSL User Guide,"SSL is a new feature added in ""3.5+"".We have a dedicated user guide:https://cwiki.apache.org/confluence/display/ZOOKEEPER/ZooKeeper+SSL+User+Guide",hdeng,hdeng
ZOOKEEPER-2147,ZooKeeper,2015-03-21T18:12:10.000+0000,Trivial,Remove ZOO_NOTWATCHING_EVENT,"A review of the ZK code shows that the NOTWATCHING event is never raised. However, most client users wouldn't know this and would (hopefully) write code to handle the event. We ran into this in our ow",tdistler,tdistler
ZOOKEEPER-2146,ZooKeeper,2015-03-20T23:07:54.000+0000,Major,BinaryInputArchive readString should check length before allocating memory,I recently observed a problem caused by malformed packets. ZK server crashed because of OutOfMemoryError.The reason is BinaryInputArchive didn't check the length before allocating memory in readString,hdeng,hdeng
ZOOKEEPER-2145,ZooKeeper,2015-03-18T20:27:23.000+0000,Major,Node can be seen but not deleted,I have a three-server ensemble that appears to be working fine in every respect but for the fact that I can ls or get a znode but can not rmr it.>[zk: localhost:2181(CONNECTED) 0] get /accumulo/9354e9,flawaetz,flawaetz
ZOOKEEPER-2144,ZooKeeper,2015-03-16T10:48:18.000+0000,Major,Provide a way to update the auth info on a connection,"The current auth info implementation makes it very difficult to work with expiring auth info.  If a client fails over between servers, it resends its list of auth info in a FIFO order.  Therefore, if ",karold,karold
ZOOKEEPER-2143,ZooKeeper,2015-03-16T10:38:43.000+0000,Major,Pass the operation and path to the AuthenticationProvider,"Currently, the AuthenticationProvider only gets passed the id of the client and the acl expression.  If one wishes to perform auth checks based on the action or path being acted on, that needs to be i",karold,karold
